🇨🇳 央视,#genre#
CCTV3[1920*1080],http://60.2.190.206:4000/rtp/239.253.92.191:6057
CCTV3[1920*1080],http://[2409:8087:74f0:22::4]:6410/270000001128/9900000003/index.m3u8?
CCTV3[1920*1080],http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226021/index.m3u8
CCTV3[1920*1080],http://60.12.183.46:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV3[1920*1080],http://www.furymax.top:85/rtp/239.69.1.122:10370
CCTV3[1920*1080],http://wouu.net:9977/udp/239.93.1.11:2223
CCTV3[1920*1080],http://[2409:8087:74d9:21::9]:80/270000001128/index.m3u8?cmcc_cid=9900000003
CCTV3[1920*1080],http://222.142.75.203:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://218.76.32.193:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://119.51.63.64:9901/tsfile/live/0003_2.m3u8
CCTV3[1920*1080],http://222.169.85.8:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://202.168.187.208:9089/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://1.197.203.51:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://123.52.111.59:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://1.199.235.116:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://101.19.84.8:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://113.57.20.158:9901/tsfile/live/1022_1.m3u8
CCTV3[1920*1080],http://58.216.229.130:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://183.66.13.82:60033/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://58.221.214.82:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://222.142.65.165:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://221.224.4.170:1111/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://117.90.196.35:6000/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://113.15.184.215:8181/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://111.9.163.109:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://222.142.70.7:9901/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://223.166.234.19:7777/tsfile/live/0003_1.m3u8
CCTV3[1920*1080],http://123.52.110.108:9901/tsfile/live/0003_1.m3u8
CCTV4[1920*1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226428/2.m3u8
CCTV4[1920*1080],http://123.166.61.70:8003/hls/41/index.m3u8
CCTV4[1920*1080],http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=5968&tk=e503191f8e20
CCTV4[1920*1080],http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2050&tk=e503191f8e20
CCTV4[1920*1080],http://219.159.194.66:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://222.218.158.217:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://[2409:8087:74d9:21::9]/270000001128/index.m3u8?cmcc_cid=9900000503
CCTV4[1920*1080],http://[2409:8087:74d9:21::6]:80/000000001000PLTV/88888888/224/3221226652/index.m3u8
CCTV4[1920*1080],http://[2409:8087:74d9:21::6]:80/270000001322/69900158041111100000002173/index.m3u8
CCTV4[1920*1080],http://[2409:8087:5e08:24::11]:6610/000000001000/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=3
CCTV4[1920*1080],http://119.62.80.192:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://222.241.154.37:9901/tsfile/live/23004_1.m3u8
CCTV4[1920*1080],http://113.57.20.158:9901/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV4[1920*1080],http://222.129.139.229:8888/rtp/239.3.1.213:4220
CCTV4[1920*1080],http://222.129.139.229:8888/rtp/239.3.1.214:4220
CCTV4[1920*1080],http://123.113.237.160:8888/rtp/239.3.1.105:8092
CCTV4[1920*1080],http://123.113.237.160:8888/rtp/239.3.1.214:4220
CCTV4[1920*1080],http://123.113.237.160:8888/rtp/239.3.1.213:4220
CCTV4[1920*1080],http://[2409:8087:74f0:22::4]:6410/270000001128/9900000503/index.m3u8?
CCTV4[1920*1080],http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226428/index.m3u8
CCTV4[1920*1080],http://www.furymax.top:85/rtp/239.69.1.138:10466
CCTV4[1920*1080],http://wouu.net:9977/udp/239.93.1.105:5140
CCTV4[1920*1080],http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265004/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265004&livemode=1&stbId=3
CCTV4[1920*1080],http://1.199.235.116:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://123.52.110.108:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://58.216.229.130:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://113.57.20.158:9901/tsfile/live/1023_1.m3u8
CCTV4[1920*1080],http://123.52.111.59:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://221.224.4.170:1111/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://120.0.52.162:8086/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://111.9.163.109:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://222.134.245.16:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://222.142.75.203:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://118.122.189.74:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://1.197.203.51:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://1.199.235.140:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://1.197.251.106:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://120.0.8.181:8086/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://223.166.234.19:7777/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://183.94.146.109:2222/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://120.0.52.241:8086/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://183.94.1.118:8801/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://222.142.65.165:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://101.19.84.8:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://113.15.185.67:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://113.15.185.171:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://113.57.109.48:1111/tsfile/live/1003_1.m3u8
CCTV4[1920*1080],http://113.15.186.54:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://122.139.141.107:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://116.117.104.39:8096/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://116.117.104.242:8096/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://116.117.104.29:8096/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://117.27.190.42:9998/tsfile/live/23235_1.m3u8
CCTV4[1920*1080],http://116.1.184.18:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://113.15.184.215:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://119.163.199.98:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://119.51.60.31:9901/tsfile/live/0004_2.m3u8
CCTV4[1920*1080],http://119.51.63.64:9901/tsfile/live/0004_2.m3u8
CCTV4[1920*1080],http://61.173.144.157:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://223.241.247.214:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://116.1.184.117:8181/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://59.173.243.210:9901/tsfile/live/1004_1.m3u8
CCTV4[1920*1080],http://61.157.139.15:9901/tsfile/live/2374_1.m3u8
CCTV4[1920*1080],http://223.166.234.149:7777/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://111.160.17.2:59901/tsfile/live/0001_4.m3u8
CCTV4[1920*1080],http://202.100.46.58:9901/tsfile/live/1003_1.m3u8
CCTV4[1920*1080],http://218.13.170.98:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://110.7.128.156:8096/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://110.80.17.38:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://1.198.10.73:9901/tsfile/live/1000_1.m3u8
CCTV4[1920*1080],http://101.74.28.105:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://120.0.52.238:8086/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://124.128.73.58:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://183.66.13.82:60033/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://218.89.240.144:59901/tsfile/live/1001_1.m3u8
CCTV4[1920*1080],http://219.128.121.202:59901/tsfile/live/1003_1.m3u8
CCTV4[1920*1080],http://220.164.192.48:50085/tsfile/live/0005_1.m3u8
CCTV4[1920*1080],http://223.166.234.114:7777/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://58.19.38.162:9901/tsfile/live/1003_1.m3u8
CCTV4[1920*1080],http://58.221.214.82:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://61.136.67.238:50085/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://61.138.128.226:19901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://1.197.250.86:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://1.198.67.47:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://101.72.127.38:808/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://101.74.28.50:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://101.74.31.161:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://106.118.70.191:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://119.62.109.200:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://119.62.36.56:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://123.132.233.194:352/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://14.204.46.201:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://221.2.148.205:8154/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://221.213.69.82:9901/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://59.48.75.130:3052/tsfile/live/0004_1.m3u8
CCTV4[1920*1080],http://123.149.112.105:9003//hls/4/index.m3u8
CCTV4[1920*1080],http://159.75.85.63:36666/migu/631780421.m3u8?migutoken=d39f90b726a26fa506278afdfbbb544218d69a8192b22afcb6fb2e3f5c0bc637be1428b111ad26b98eab45790edc44823b4198bf72e18511a374aef1f71963022b4e24205b40b78365ce529b01
CCTV5[1920*1080],http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/1.m3u8
CCTV5[1920*1080],http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010145/index.m3u8
CCTV5[1920*1080],http://113.57.93.165:9900/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[1920*1080],http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://112.46.85.60:8009/hls/503/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/2/224/3221226019/2.m3u8
CCTV5[1920*1080],http://[2409:8087:5e00:24::10]:6060/200000001898/460000089800010139/
CCTV5[1920*1080],http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010145/
CCTV5[1920*1080],http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/
CCTV5[1920*1080],http://[2409:8087:5e00:24::1e]:6060/000000001000/1000000005000265005/
CCTV5[1920*1080],http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=0044&tk=e503191f8e20
CCTV5[1920*1080],http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2448&tk=e503191f8e20
CCTV5[1920*1080],http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=6692&tk=e503191f8e20
CCTV5[1920*1080],http://219.159.194.66:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://222.218.158.217:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://[2409:8087:5e00:24::1e]:6060/200000001898/460000089800010139/index.m3u8
CCTV5[1920*1080],http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000025222/1.m3u8?channel-id=ystenlive&Contentid=1000000005000025222&livemode=1&stbId=3
CCTV5[1920*1080],http://[2409:8087:5e08:24::11]:6610/000000001000/1000000005000265005/1.m3u8?channel-id=ystenlive&Contentid=1000000005000265005&livemode=1&stbId=3
CCTV5[1920*1080],http://101.66.199.237:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.65.33.182:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.66.198.100:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.66.198.158:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.66.199.50:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://222.241.154.37:9901/tsfile/live/23005_1.m3u8
CCTV5[1920*1080],http://113.57.20.158:9901/tsfile/live/1024_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[1920*1080],http://59.173.183.242:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[1920*1080],http://222.129.139.229:8888/rtp/239.3.1.173:8001
CCTV5[1920*1080],http://123.113.237.160:8888/rtp/239.3.1.173:8001
CCTV5[1920*1080],http://123.117.237.15:8680/rtp/239.3.1.173:8001
CCTV5[1920*1080],http://123.113.187.204:8000/rtp/239.3.1.173:8001
CCTV5[1920*1080],http://221.219.79.161:4000/rtp/239.3.1.173:8001
CCTV5[1920*1080],http://60.2.190.206:4000/rtp/239.253.92.181:6046
CCTV5[1920*1080],http://[2409:8087:74f0:22::4]:6410/270000001128/9900000005/index.m3u8?
CCTV5[1920*1080],http://[2409:8087:74f0:22::4]:6410/270000001128/9900000507/index.m3u8?
CCTV5[1920*1080],http://[2409:8087:74d9:21::4]/270000001128/index.m3u8?cmcc_cid=9900000005
CCTV5[1920*1080],http://60.12.183.46:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV5[1920*1080],http://www.furymax.top:85/rtp/239.69.1.123:10376
CCTV5[1920*1080],http://wouu.net:9977/udp/239.93.42.37:5140
CCTV5[1920*1080],http://wouu.net:9977/udp/239.93.1.36:8004
CCTV5[1920*1080],http://[2409:8087:74d9:21::4]:80/270000001128/index.m3u8?cmcc_cid=9900000005
CCTV5[1920*1080],http://202.168.187.208:9089/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://118.122.189.74:9901/tsfile/live/0006_1.m3u8
CCTV5[1920*1080],http://123.52.110.108:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.199.235.116:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://123.52.111.59:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.197.203.51:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://58.220.219.14:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://183.94.146.109:2222/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://111.9.163.109:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.199.235.140:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://222.169.85.8:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://113.15.184.215:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://113.15.186.54:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://58.216.229.130:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://113.57.93.165:9900/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://58.221.214.82:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.19.84.8:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.197.250.107:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://113.57.109.48:1111/tsfile/live/1004_1.m3u8
CCTV5[1920*1080],http://183.94.1.118:8801/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://120.0.8.181:8086/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://120.0.52.238:8086/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://222.142.75.203:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://120.0.52.162:8086/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://222.134.245.16:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://113.15.185.171:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://116.117.104.242:8096/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://113.15.185.67:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://116.1.184.18:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://116.128.242.83:9901/tsfile/live/0006_1.m3u8
CCTV5[1920*1080],http://60.210.100.54:352/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://61.136.67.238:50085/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://222.142.65.165:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://119.51.60.31:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://125.107.117.203:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://59.173.243.210:9901/tsfile/live/1005_1.m3u8
CCTV5[1920*1080],http://223.166.234.114:7777/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://113.57.20.158:9901/tsfile/live/1024_1.m3u8
CCTV5[1920*1080],http://119.36.148.115:59901/tsfile/live/1001_1.m3u8
CCTV5[1920*1080],http://117.27.190.42:9998/tsfile/live/23236_1.m3u8
CCTV5[1920*1080],http://223.241.247.214:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://61.173.144.157:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://125.32.120.52:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://175.16.180.250:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://110.80.17.38:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://111.14.181.15:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.197.250.86:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.198.10.73:9901/tsfile/live/1001_1.m3u8
CCTV5[1920*1080],http://101.65.33.233:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.74.28.105:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.74.31.161:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://119.62.80.192:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://183.66.13.82:60033/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://218.89.240.144:59901/tsfile/live/1009_1.m3u8
CCTV5[1920*1080],http://219.128.121.202:59901/tsfile/live/1004_1.m3u8
CCTV5[1920*1080],http://220.249.114.102:9901/tsfile/live/1004_1.m3u8
CCTV5[1920*1080],http://223.166.234.149:7777/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://58.19.38.162:9901/tsfile/live/1004_1.m3u8
CCTV5[1920*1080],http://58.53.152.101:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://60.12.183.46:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://60.187.244.165:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://61.138.128.226:19901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.197.251.106:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://1.198.67.47:9901/tsfile/live/1028_1.m3u8
CCTV5[1920*1080],http://101.65.32.9:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.66.199.0:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.66.199.35:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.66.199.38:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://101.74.28.50:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://111.160.17.2:59901/tsfile/live/0001_5.m3u8
CCTV5[1920*1080],http://119.62.109.200:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://119.62.36.56:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://123.7.110.43:9901/tsfile/live/0006_1.m3u8
CCTV5[1920*1080],http://14.204.46.201:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://220.164.192.48:50085/tsfile/live/0006_1.m3u8
CCTV5[1920*1080],http://221.2.148.205:8154/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://221.213.69.82:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://221.224.4.170:1111/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://59.173.183.242:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://59.48.75.130:3052/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://61.136.172.236:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://61.157.139.15:9901/tsfile/live/2375_1.m3u8
CCTV5[1920*1080],http://123.149.112.105:9003//hls/5/index.m3u8
CCTV5[1920*1080],http://159.75.85.63:36666/migu/641886683.m3u8?migutoken=f8f9e48f1940f388830c8fa8ffb46486ac40e57631873ecd4975141934a4eb6a7548be9e2a919f95f78d9a9c6ba357e9c688f2b814cc712bccb1c46666ef5bb47c05cc3dbd369fad30b740fe75
CCTV5[1920*1080],http://z.b.bkpcp.top/m.php?id=cctv5
CCTV5[1920*1080],http://39.165.196.149:9003//hls/5/index.m3u8
CCTV5[1920*1080],http://27.41.245.2:9003//hls/8/index.m3u8
CCTV5[1920*1080],http://112.102.217.173:9003//hls/17/index.m3u8
CCTV5[1920*1080],http://218.13.170.98:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://117.161.12.116/live/program/live/cctv58m/8000000/mnf.m3u8
CCTV5[1920*1080],http://114.254.83.83:2222/rtp/239.3.1.173:8001
CCTV5[1920*1080],http://110.52.244.53:9003//hls/5/index.m3u8
CCTV5[1920*1080],http://27.11.51.158:8003/udp/225.0.4.143:7980
CCTV5[1920*1080],http://116.231.87.42:9999/udp/239.45.1.69:5140
CCTV5[1920*1080],http://115.202.117.202:9999/rtp/233.50.201.197:5140
CCTV5[1920*1080],http://180.141.57.4:4022/udp/239.81.0.232:4056
CCTV5[1920*1080],http://223.12.13.231:8082/udp/239.1.1.11:8011
CCTV5[1920*1080],http://58.19.38.162:9901/tsfile/live/1004_1.m3u8?key=tvbox6_com&playlive=1&authid=0
CCTV5[1920*1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://[2409:8087:5e00:24::11]:6060/200000001898/460000089800010139/
CCTV5[1920*1080],http://nas.hssvm.com:8888/udp/225.1.1.170:5002
CCTV5[1920*1080],http://[2409:8087:74f0:22::4]:6410/270000001128/9900000005/index.m3u8?channel-id=newtv&livemode=4&Contentid=9900000093
CCTV5[1920*1080],http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://[2409:8087:74d9:21::6]/270000001128/9900000005/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a0a:df::4017]:80/wh7f454c46tw1517328845_1706942365/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://[2409:8087:74d9:21::6]/270000001128/9900000020/index.m3u8
CCTV5[1920*1080],http://[2409:8087:74d9:21::6]:80/270000001128/9900000020/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a0a:df::4031]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a0a:df::4038]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226469/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
CCTV5[1920*1080],http://[2409:8087:1a0a:df::404b]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5[1920*1080],http://115.171.216.209:4000/rtp/225.1.8.89:8000
CCTV5[1920*1080],http://219.159.91.10:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://114.252.235.176:8000/udp/239.3.1.173:8001
CCTV5[1920*1080],http://120.0.52.241:8086/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://php.jdshipin.com:8880/TVOD/gsyd.php?id=9900000005
CCTV5[1920*1080],http://60.164.128.167:8029/rtp/239.255.29.13:8231
CCTV5[1920*1080],http://125.43.253.225:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://125.43.254.247:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://60.7.56.33:4000/udp/239.253.92.181:6046
CCTV5[1920*1080],http://219.128.121.202:59901/tsfile/live/1004_1.m3u8?key=txiptv
CCTV5[1920*1080],http://122.139.141.107:9901/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://221.233.192.152:1111/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[1920*1080],http://60.2.190.206:4000/udp/239.253.92.181:6046
CCTV5[1920*1080],http://120.0.52.241:8086/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[1920*1080],http://123.113.249.203:8888/udp/239.3.1.173:8001
CCTV5[1920*1080],http://223.166.234.19:7777/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://111.14.181.15:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV5[1920*1080],http://114.252.238.87:8000/udp/239.3.1.173:8001
CCTV5[1920*1080],http://222.129.139.91:8888/udp/239.3.1.173:8001
CCTV5[1920*1080],http://123.117.237.15:8680/udp/239.3.1.173:8001
CCTV5[1920*1080],http://123.113.237.160:8888/udp/239.3.1.173:8001
CCTV5[1920*1080],http://219.159.194.83:8181/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://223.166.234.215:7777/tsfile/live/0005_1.m3u8
CCTV5[1920*1080],http://118.251.60.185:8888/udp/239.76.253.155:9000
CCTV5[1920*1080],http://120.234.5.29:6000/udp/239.20.0.30:3284
CCTV5[1920*1080],http://58.17.48.228:808/hls/5/index.m3u8
CCTV5[1920*1080],http://114.252.238.87:8000/rtp/239.3.1.173:8001
